REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Texas,2020,37,X,1.38769,X,X,X,X,X,X,177,43,12755
States,Texas,2020,38,X,1.20619,X,X,X,X,X,X,106,30,8788
States,Texas,2020,39,X,1.26102,X,X,X,X,X,X,505,56,40047
States,Texas,2020,40,X,1.34739,X,X,X,X,X,X,565,65,41933
States,Texas,2020,41,X,1.48922,X,X,X,X,X,X,751,81,50429
States,Texas,2020,42,X,1.52946,X,X,X,X,X,X,745,74,48710
States,Texas,2020,43,X,1.44101,X,X,X,X,X,X,614,65,42609
States,Texas,2020,44,X,1.55983,X,X,X,X,X,X,720,76,46159
States,Texas,2020,45,X,1.78136,X,X,X,X,X,X,905,82,50804
States,Texas,2020,46,X,1.95164,X,X,X,X,X,X,1038,80,53186
States,Texas,2020,47,X,1.83988,X,X,X,X,X,X,936,78,50873
States,Texas,2020,48,X,1.88626,X,X,X,X,X,X,801,79,42465
States,Texas,2020,49,X,1.76151,X,X,X,X,X,X,794,71,45075
States,Texas,2020,50,X,1.675,X,X,X,X,X,X,834,80,49791
States,Texas,2020,51,X,1.7002,X,X,X,X,X,X,638,65,37525
States,Texas,2020,52,X,1.77187,X,X,X,X,X,X,722,75,40748
States,Texas,2020,53,X,1.89332,X,X,X,X,X,X,739,65,39032
States,Texas,2021,1,X,1.66909,X,X,X,X,X,X,872,79,52244
States,Texas,2021,2,X,1.31743,X,X,X,X,X,X,539,66,40913
States,Texas,2021,3,X,1.57762,X,X,X,X,X,X,766,77,48554
States,Texas,2021,4,X,1.40339,X,X,X,X,X,X,594,75,42326
States,Texas,2021,5,X,2.42125,X,X,X,X,X,X,1196,80,49396
States,Texas,2021,6,X,1.64613,X,X,X,X,X,X,183,41,11117
States,Texas,2021,7,X,2.10627,X,X,X,X,X,X,44,40,2089
States,Texas,2021,8,X,1.0305,X,X,X,X,X,X,450,61,43668
States,Texas,2021,9,X,0.840607,X,X,X,X,X,X,391,78,46514
States,Texas,2021,10,X,0.957728,X,X,X,X,X,X,348,60,36336
States,Texas,2021,11,X,1.01826,X,X,X,X,X,X,459,73,45077
States,Texas,2021,12,X,1.03076,X,X,X,X,X,X,433,73,42008
States,Texas,2021,13,X,1.09897,X,X,X,X,X,X,546,76,49683
States,Texas,2021,14,X,1.43881,X,X,X,X,X,X,753,75,52335
States,Texas,2021,15,X,1.37112,X,X,X,X,X,X,735,74,53606
States,Texas,2021,16,X,1.50096,X,X,X,X,X,X,657,60,43772
States,Texas,2021,17,X,1.44488,X,X,X,X,X,X,776,73,53707
States,Texas,2021,18,X,1.36473,X,X,X,X,X,X,740,72,54223
States,Texas,2021,19,X,1.56741,X,X,X,X,X,X,813,73,51869
States,Texas,2021,20,X,1.70683,X,X,X,X,X,X,799,58,46812
States,Texas,2021,21,X,1.53327,X,X,X,X,X,X,718,60,46828
States,Texas,2021,22,X,1.63366,X,X,X,X,X,X,759,66,46460
States,Texas,2021,23,X,1.59782,X,X,X,X,X,X,685,50,42871
States,Texas,2021,24,X,1.75301,X,X,X,X,X,X,785,49,44780
States,Texas,2021,25,X,1.80993,X,X,X,X,X,X,806,49,44532
States,Texas,2021,26,X,1.6921,X,X,X,X,X,X,734,48,43378
States,Texas,2021,27,X,1.9251,X,X,X,X,X,X,935,61,48569
States,Texas,2021,28,X,2.04186,X,X,X,X,X,X,1043,62,51081
States,Texas,2021,29,X,2.37653,X,X,X,X,X,X,1254,63,52766
States,Texas,2021,30,X,2.56915,X,X,X,X,X,X,1410,61,54882
States,Texas,2021,31,X,2.70133,X,X,X,X,X,X,1441,61,53344
States,Texas,2021,32,X,2.59402,X,X,X,X,X,X,1536,63,59213
States,Texas,2021,33,X,2.80512,X,X,X,X,X,X,1479,58,52725
States,Texas,2021,34,X,3.31348,X,X,X,X,X,X,1864,59,56255
States,Texas,2021,35,X,3.38288,X,X,X,X,X,X,1773,58,52411
States,Texas,2021,36,X,3.16486,X,X,X,X,X,X,1402,46,44299
States,Texas,2021,37,X,2.72222,X,X,X,X,X,X,1387,57,50951
States,Texas,2021,38,X,2.26962,X,X,X,X,X,X,1163,60,51242
States,Texas,2021,39,X,2.21705,X,X,X,X,X,X,1123,60,50653
States,Texas,2021,40,X,2.42552,X,X,X,X,X,X,1314,77,54174
States,Texas,2021,41,X,2.20494,X,X,X,X,X,X,1157,72,52473
States,Texas,2021,42,X,2.21965,X,X,X,X,X,X,1150,77,51810
States,Texas,2021,43,X,2.29476,X,X,X,X,X,X,1089,60,47456
States,Texas,2021,44,X,2.48411,X,X,X,X,X,X,1290,72,51930
States,Texas,2021,45,X,2.58345,X,X,X,X,X,X,1342,73,51946
States,Texas,2021,46,X,3.38916,X,X,X,X,X,X,1811,73,53435
States,Texas,2021,47,X,3.14017,X,X,X,X,X,X,1404,71,44711
States,Texas,2021,48,X,2.49466,X,X,X,X,X,X,1331,72,53354
States,Texas,2021,49,X,3.12317,X,X,X,X,X,X,1656,73,53023
States,Texas,2021,50,X,3.7103,X,X,X,X,X,X,1833,71,49403
States,Texas,2021,51,X,3.74172,X,X,X,X,X,X,1801,75,48133
States,Texas,2021,52,X,5.31232,X,X,X,X,X,X,3378,67,63588
States,Texas,2022,1,X,6.16083,X,X,X,X,X,X,3882,70,63011
States,Texas,2022,2,X,5.75791,X,X,X,X,X,X,3413,74,59275
States,Texas,2022,3,X,4.86134,X,X,X,X,X,X,2491,73,51241
States,Texas,2022,4,X,3.24956,X,X,X,X,X,X,1611,71,49576
States,Texas,2022,5,X,2.55138,X,X,X,X,X,X,1023,69,40096
States,Texas,2022,6,X,2.21323,X,X,X,X,X,X,1001,74,45228
States,Texas,2022,7,X,2.50793,X,X,X,X,X,X,1217,73,48526
States,Texas,2022,8,X,2.50313,X,X,X,X,X,X,1199,74,47900
States,Texas,2022,9,X,3.08609,X,X,X,X,X,X,1425,70,46175
States,Texas,2022,10,X,3.35177,X,X,X,X,X,X,1642,70,48989
States,Texas,2022,11,X,3.22607,X,X,X,X,X,X,1576,71,48852
States,Texas,2022,12,X,3.02515,X,X,X,X,X,X,1547,71,51138
States,Texas,2022,13,X,2.90498,X,X,X,X,X,X,1605,74,55250
States,Texas,2022,14,X,2.50129,X,X,X,X,X,X,1498,79,59889
States,Texas,2022,15,X,2.41557,X,X,X,X,X,X,1394,78,57709
States,Texas,2022,16,X,2.42739,X,X,X,X,X,X,1400,77,57675
States,Texas,2022,17,X,3.02052,X,X,X,X,X,X,580,54,19202
States,Texas,2022,18,X,2.27896,X,X,X,X,X,X,1330,76,58360
States,Texas,2022,19,X,3.09662,X,X,X,X,X,X,699,56,22573
States,Texas,2022,20,X,2.26227,X,X,X,X,X,X,1396,77,61708
States,Texas,2022,21,X,2.05984,X,X,X,X,X,X,433,55,21021
States,Texas,2022,22,X,2.53696,X,X,X,X,X,X,1378,73,54317
States,Texas,2022,23,X,2.47614,X,X,X,X,X,X,1336,69,53955
States,Texas,2022,24,X,2.35681,X,X,X,X,X,X,1269,67,53844
States,Texas,2022,25,X,2.11761,X,X,X,X,X,X,1143,71,53976
States,Texas,2022,26,X,2.36787,X,X,X,X,X,X,1077,50,45484
States,Texas,2022,27,X,2.62774,X,X,X,X,X,X,1278,63,48635
States,Texas,2022,28,X,2.36695,X,X,X,X,X,X,1191,53,50318
States,Texas,2022,29,X,2.46876,X,X,X,X,X,X,1231,53,49863
States,Texas,2022,30,X,2.4976,X,X,X,X,X,X,1170,51,46845
States,Texas,2022,31,X,1.94617,X,X,X,X,X,X,956,53,49122
States,Texas,2022,32,X,1.83804,X,X,X,X,X,X,892,53,48530
States,Texas,2022,33,X,2.23971,X,X,X,X,X,X,1130,52,50453
States,Texas,2022,34,X,3.39012,X,X,X,X,X,X,1811,51,53420
States,Texas,2022,35,X,4.04506,X,X,X,X,X,X,2122,48,52459
States,Texas,2022,36,X,3.92683,X,X,X,X,X,X,1930,51,49149
States,Texas,2022,37,X,3.76957,X,X,X,X,X,X,1948,51,51677
States,Texas,2022,38,X,4.70016,X,X,X,X,X,X,2621,52,55764
States,Texas,2022,39,X,4.37227,X,X,X,X,X,X,2372,52,54251
States,Texas,2022,40,X,4.69311,X,X,X,X,X,X,2654,60,56551
States,Texas,2022,41,X,5.40857,X,X,X,X,X,X,3328,62,61532
States,Texas,2022,42,X,6.0281,X,X,X,X,X,X,3720,60,61711
States,Texas,2022,43,X,7.72925,X,X,X,X,X,X,5069,61,65582
States,Texas,2022,44,X,8.54895,X,X,X,X,X,X,5726,62,66979
States,Texas,2022,45,X,9.8796,X,X,X,X,X,X,5063,61,51247
States,Texas,2022,46,X,9.87538,X,X,X,X,X,X,3677,50,37234
States,Texas,2022,47,X,9.18269,X,X,X,X,X,X,4948,61,53884
States,Texas,2022,48,X,8.16427,X,X,X,X,X,X,5139,59,62945
States,Texas,2022,49,X,7.90764,X,X,X,X,X,X,4644,58,58728
States,Texas,2022,50,X,7.05818,X,X,X,X,X,X,4013,58,56856
States,Texas,2022,51,X,6.69468,X,X,X,X,X,X,3075,57,45932
States,Texas,2022,52,X,6.58356,X,X,X,X,X,X,3871,53,58798
States,Texas,2023,1,X,5.28723,X,X,X,X,X,X,2751,56,52031
States,Texas,2023,2,X,4.12182,X,X,X,X,X,X,2443,59,59270
States,Texas,2023,3,X,3.70605,X,X,X,X,X,X,2107,45,56853
States,Texas,2023,4,X,3.82218,X,X,X,X,X,X,2048,43,53582
States,Texas,2023,5,X,3.51183,X,X,X,X,X,X,1633,42,46500
States,Texas,2023,6,X,3.36758,X,X,X,X,X,X,1878,45,55767
States,Texas,2023,7,X,3.2415,X,X,X,X,X,X,1666,43,51396
States,Texas,2023,8,X,2.98713,X,X,X,X,X,X,1711,45,57279
States,Texas,2023,9,X,3.01918,X,X,X,X,X,X,1843,59,61043
States,Texas,2023,10,X,2.98894,X,X,X,X,X,X,1778,60,59486
States,Texas,2023,11,X,2.45286,X,X,X,X,X,X,1336,59,54467
States,Texas,2023,12,X,2.28697,X,X,X,X,X,X,1255,42,54876
States,Texas,2023,13,X,2.43677,X,X,X,X,X,X,1424,45,58438
States,Texas,2023,14,X,2.57977,X,X,X,X,X,X,1406,44,54501
States,Texas,2023,15,X,2.55892,X,X,X,X,X,X,1520,43,59400
States,Texas,2023,16,X,2.68883,X,X,X,X,X,X,1671,58,62146
States,Texas,2023,17,X,2.58831,X,X,X,X,X,X,1593,59,61546
States,Texas,2023,18,X,2.90948,X,X,X,X,X,X,1674,59,57536
States,Texas,2023,19,X,2.57569,X,X,X,X,X,X,1511,57,58664
States,Texas,2023,20,X,2.64719,X,X,X,X,X,X,1165,57,44009
States,Texas,2023,21,X,2.55126,X,X,X,X,X,X,708,41,27751
States,Texas,2023,22,X,2.24826,X,X,X,X,X,X,1086,51,48304
States,Texas,2023,23,X,1.45601,X,X,X,X,X,X,696,50,47802
States,Texas,2023,24,X,1.58116,X,X,X,X,X,X,752,50,47560
States,Texas,2023,25,X,1.34379,X,X,X,X,X,X,653,49,48594
States,Texas,2023,26,X,1.54249,X,X,X,X,X,X,790,51,51216
States,Texas,2023,27,X,1.4232,X,X,X,X,X,X,670,51,47077
States,Texas,2023,28,X,1.46691,X,X,X,X,X,X,703,50,47924
States,Texas,2023,29,X,1.26367,X,X,X,X,X,X,639,50,50567
States,Texas,2023,30,X,1.39884,X,X,X,X,X,X,660,46,47182
States,Texas,2023,31,X,1.65118,X,X,X,X,X,X,757,48,45846
States,Texas,2023,32,X,1.66282,X,X,X,X,X,X,735,33,44202
States,Texas,2023,33,X,2.10653,X,X,X,X,X,X,893,32,42392
States,Texas,2023,34,X,2.62923,X,X,X,X,X,X,1328,33,50509
States,Texas,2023,35,X,3.87485,X,X,X,X,X,X,2098,47,54144
States,Texas,2023,36,X,3.9182,X,X,X,X,X,X,1527,47,38972
States,Texas,2023,37,X,3.15272,X,X,X,X,X,X,1610,47,51067
States,Texas,2023,38,X,2.32654,X,X,X,X,X,X,1127,45,48441
States,Texas,2023,39,X,2.69713,X,X,X,X,X,X,1426,46,52871
States,Texas,2023,40,X,3.46579,X,X,X,X,X,X,1726,51,49801
States,Texas,2023,41,X,3.47986,X,X,X,X,X,X,1717,52,49341
States,Texas,2023,42,X,3.99797,X,X,X,X,X,X,2051,52,51301
States,Texas,2023,43,X,4.29037,X,X,X,X,X,X,2240,53,52210
States,Texas,2023,44,X,4.62865,X,X,X,X,X,X,2238,53,48351
States,Texas,2023,45,X,5.6689,X,X,X,X,X,X,2923,54,51562
States,Texas,2023,46,X,6.3708,X,X,X,X,X,X,3283,54,51532
States,Texas,2023,47,X,6.50612,X,X,X,X,X,X,2553,55,39240
States,Texas,2023,48,X,5.95097,X,X,X,X,X,X,2821,39,47404
States,Texas,2023,49,X,6.28209,X,X,X,X,X,X,3010,39,47914
States,Texas,2023,50,X,7.15726,X,X,X,X,X,X,3549,54,49586
States,Texas,2023,51,X,8.26591,X,X,X,X,X,X,4046,39,48948
States,Texas,2023,52,X,7.37873,X,X,X,X,X,X,3307,51,44818
States,Texas,2024,1,X,7.33991,X,X,X,X,X,X,3480,52,47412
States,Texas,2024,2,X,5.74415,X,X,X,X,X,X,2885,52,50225
States,Texas,2024,3,X,6.45288,X,X,X,X,X,X,2948,53,45685
States,Texas,2024,4,X,7.41785,X,X,X,X,X,X,4050,53,54598
States,Texas,2024,5,X,8.58243,X,X,X,X,X,X,4858,53,56604
States,Texas,2024,6,X,7.46488,X,X,X,X,X,X,4161,52,55741
States,Texas,2024,7,X,6.33616,X,X,X,X,X,X,3314,54,52303
States,Texas,2024,8,X,5.70926,X,X,X,X,X,X,3081,54,53965
States,Texas,2024,9,X,4.91056,X,X,X,X,X,X,2630,54,53558
States,Texas,2024,10,X,4.68026,X,X,X,X,X,X,2222,54,47476
States,Texas,2024,11,X,4.50151,X,X,X,X,X,X,1462,46,32478
States,Texas,2024,12,X,3.48645,X,X,X,X,X,X,1688,52,48416
States,Texas,2024,13,X,3.49867,X,X,X,X,X,X,1635,51,46732
States,Texas,2024,14,X,3.19234,X,X,X,X,X,X,1557,38,48773
States,Texas,2024,15,X,3.27859,X,X,X,X,X,X,1703,51,51943
States,Texas,2024,16,X,2.92862,X,X,X,X,X,X,1544,53,52721
States,Texas,2024,17,X,2.85217,X,X,X,X,X,X,1442,52,50558
States,Texas,2024,18,X,2.78647,X,X,X,X,X,X,1443,52,51786
States,Texas,2024,19,X,2.77788,X,X,X,X,X,X,1449,52,52162
States,Texas,2024,20,X,2.63185,X,X,X,X,X,X,1283,38,48749
States,Texas,2024,21,X,2.63975,X,X,X,X,X,X,1232,36,46671
States,Texas,2024,22,X,2.48773,X,X,X,X,X,X,1090,36,43815
States,Texas,2024,23,X,2.1227,X,X,X,X,X,X,965,36,45461
States,Texas,2024,24,X,2.25112,X,X,X,X,X,X,1016,36,45133
States,Texas,2024,25,X,2.02188,X,X,X,X,X,X,876,36,43326
States,Texas,2024,26,X,2.04044,X,X,X,X,X,X,892,35,43716
States,Texas,2024,27,X,1.49893,X,X,X,X,X,X,602,34,40162
States,Texas,2024,28,X,2.14924,X,X,X,X,X,X,964,49,44853
States,Texas,2024,29,X,2.2736,X,X,X,X,X,X,952,35,41872
States,Texas,2024,30,X,2.54975,X,X,X,X,X,X,1043,35,40906
States,Texas,2024,31,X,2.41333,X,X,X,X,X,X,1024,35,42431
States,Texas,2024,32,X,2.36305,X,X,X,X,X,X,1009,35,42699
States,Texas,2024,33,X,2.20275,X,X,X,X,X,X,1028,50,46669
States,Texas,2024,34,X,2.81698,X,X,X,X,X,X,1425,50,50586
States,Texas,2024,35,X,3.77615,X,X,X,X,X,X,1915,50,50713
States,Texas,2024,36,X,3.06199,X,X,X,X,X,X,1350,48,44089
States,Texas,2024,37,X,3.06496,X,X,X,X,X,X,1533,49,50017
States,Texas,2024,38,X,2.71353,X,X,X,X,X,X,1362,49,50193
States,Texas,2024,39,X,2.5152,X,X,X,X,X,X,1158,48,46040
States,Texas,2024,40,X,2.44141,X,X,X,X,X,X,1122,48,45957
States,Texas,2024,41,X,2.54252,X,X,X,X,X,X,1169,48,45978
States,Texas,2024,42,X,2.34834,X,X,X,X,X,X,1166,48,49652
States,Texas,2024,43,X,2.48267,X,X,X,X,X,X,1128,48,45435
States,Texas,2024,44,X,2.70384,X,X,X,X,X,X,1216,48,44973
States,Texas,2024,45,X,2.761,X,X,X,X,X,X,1225,47,44368
States,Texas,2024,46,X,3.5363,X,X,X,X,X,X,1607,48,45443
States,Texas,2024,47,X,3.72385,X,X,X,X,X,X,1684,48,45222
States,Texas,2024,48,X,3.90811,X,X,X,X,X,X,1429,47,36565
States,Texas,2024,49,X,3.6419,X,X,X,X,X,X,1639,47,45004
States,Texas,2024,50,X,4.3545,X,X,X,X,X,X,1928,48,44276
States,Texas,2024,51,X,5.55531,X,X,X,X,X,X,2468,47,44426
States,Texas,2024,52,X,7.1414,X,X,X,X,X,X,2794,45,39124
States,Texas,2025,1,X,6.46948,X,X,X,X,X,X,1927,46,29786
States,Texas,2025,2,X,5.67016,X,X,X,X,X,X,2210,46,38976
States,Texas,2025,3,X,6.01042,X,X,X,X,X,X,2758,46,45887
States,Texas,2025,4,X,8.37408,X,X,X,X,X,X,3665,48,43766
States,Texas,2025,5,X,11.2963,X,X,X,X,X,X,5632,48,49857
States,Texas,2025,6,X,9.13246,X,X,X,X,X,X,4556,48,49888
States,Texas,2025,7,X,6.21272,X,X,X,X,X,X,2750,48,44264
States,Texas,2025,8,X,5.47333,X,X,X,X,X,X,2267,47,41419
States,Texas,2025,9,X,4.99559,X,X,X,X,X,X,2492,46,49884
States,Texas,2025,10,X,4.31301,X,X,X,X,X,X,1896,47,43960
States,Texas,2025,11,X,3.67012,X,X,X,X,X,X,1441,45,39263
States,Texas,2025,12,X,3.32712,X,X,X,X,X,X,1411,46,42409
States,Texas,2025,13,X,2.84839,X,X,X,X,X,X,1237,47,43428
States,Texas,2025,14,X,2.64647,X,X,X,X,X,X,1146,47,43303
States,Texas,2025,15,X,2.74696,X,X,X,X,X,X,1166,47,42447
States,Texas,2025,16,X,2.72506,X,X,X,X,X,X,1143,47,41944
States,Texas,2025,17,X,2.71375,X,X,X,X,X,X,1149,46,42340
States,Texas,2025,18,X,2.45234,X,X,X,X,X,X,1038,47,42327
States,Texas,2025,19,X,2.23781,X,X,X,X,X,X,919,46,41067
States,Texas,2025,20,X,2.41953,X,X,X,X,X,X,1002,45,41413
States,Texas,2025,21,X,2.20644,X,X,X,X,X,X,901,44,40835
States,Texas,2025,22,X,2.12107,X,X,X,X,X,X,822,44,38754
States,Texas,2025,23,X,1.73277,X,X,X,X,X,X,689,45,39763
States,Texas,2025,24,X,1.44082,X,X,X,X,X,X,551,43,38242
States,Texas,2025,25,X,1.40992,X,X,X,X,X,X,542,45,38442
States,Texas,2025,26,X,1.1359,X,X,X,X,X,X,442,45,38912
States,Texas,2025,27,X,1.08182,X,X,X,X,X,X,389,45,35958
States,Texas,2025,28,X,1.71607,X,X,X,X,X,X,66,12,3846
States,Texas,2025,29,X,1.19823,X,X,X,X,X,X,46,12,3839
States,Texas,2025,30,X,1.02354,X,X,X,X,X,X,397,44,38787
States,Texas,2025,31,X,1.15356,X,X,X,X,X,X,449,45,38923
States,Texas,2025,32,X,1.23155,X,X,X,X,X,X,483,44,39219
States,Texas,2025,33,X,1.45332,X,X,X,X,X,X,573,43,39427
States,Texas,2025,34,X,2.0057,X,X,X,X,X,X,844,44,42080
States,Texas,2025,35,X,3.13994,X,X,X,X,X,X,972,44,30956
States,Texas,2025,36,X,2.46289,X,X,X,X,X,X,1012,43,41090
States,Texas,2025,37,X,2.23921,X,X,X,X,X,X,946,42,42247